Diagnostico_Codigo;Diagnostico_Desc
T503;AGENTES DEL EQUILIBRIO HIDROLÍTICO, ELECTROLÍTICO Y CALÓRICO
F603;TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE
Z800;HISTORIA FAMILIAR DE TUMOR MALIGNO DE ÓRGANOS DIGESTIVOS
F190;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MÚLTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, INTOXICACIÓN AGUDA
F919;TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO
C950;LEUCEMIA AGUDA, CÉLULAS DE TIPO NO ESPECIFICADO
D501;DISFAGIA SIDEROPÉNICA
C081;TUMOR MALIGNO DE LA GLÁNDULA SUBLINGUAL
M844;FRACTURA PATOLÓGICA, NO CLASIFICADA EN OTRA PARTE
R609;EDEMA, NO ESPECIFICADO
K920;HEMATEMESIS
I744;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS
M858;OTROS TRASTORNOS ESPECIFICADOS DE LA DENSIDAD Y DE LA ESTRUCTURA ÓSEAS
T231;QUEMADURA DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO
D215;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS
D434;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MÉDULA ESPINAL
S143;TRAUMATISMO DEL PLEXO BRAQUIAL
N144;NEFROPATÍA TÓXICA, NO CLASIFICADA EN OTRA PARTE
A400;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A
D353;TUMOR BENIGNO DEL CONDUCTO CRANEOFARÍNGEO
W839;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACIÓN, EN LUGAR NO ESPECIFICADO
H440;ENDOFTALMITIS PURULENTA
N892;DISPLASIA VAGINAL SEVERA, NO CLASIFICADA EN OTRA PARTE
N041;SÍNDROME NEFRÓTICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS
Z955;PRESENCIA DE ANGIOPLASTIA, INJERTOS Y PRÓTESIS CORONARIAS
K319;ENFERMEDAD DEL ESTÓMAGO Y DEL DUODENO, NO ESPECIFICADA
N778;ULCERACIÓN E INFLAMACIÓN VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K752;HEPATITIS REACTIVA NO ESPECÍFICA
K400;HERNIA INGUINAL BILATERAL CON OBSTRUCCIÓN, SIN GANGRENA
Q621;ATRESIA Y ESTENOSIS DEL URÉTER
R52;DOLOR, NO CLASIFICADO EN OTRA PARTE
S981;AMPUTACIÓN TRAUMÁTICA DE UN DEDO DEL PIE
T659;EFECTO TÓXICO DE SUSTANCIA NO ESPECIFICADA
A060;DISENTERÍA AMEBIANA AGUDA
M166;OTRA COXARTROSIS SECUNDARIA, BILATERAL
K460;HERNIA ABDOMINAL NO ESPECIFICADA, CON OBSTRUCCIÓN, SIN GANGRENA
F840;AUTISMO EN LA NIÑEZ
T191;CUERPO EXTRAÑO EN LA VEJIGA
O140;PREECLAMPSIA MODERADA
J012;SINUSITIS ETMOIDAL AGUDA
N821;OTRAS FÍSTULAS DE LAS VÍAS GENITOURINARIAS FEMENINAS
D281;TUMOR BENIGNO DE LA VAGINA
Z713;CONSULTA PARA INSTRUCCIÓN Y VIGILANCIA DE LA DIETA
H261;CATARATA TRAUMÁTICA
N418;OTRAS ENFERMEDADES INFLAMATORIAS DE LA PRÓSTATA
C924;LEUCEMIA PROMIELOCÍTICA AGUDA
D117;TUMOR BENIGNO DE OTRAS GLÁNDULAS SALIVALES MAYORES ESPECIFICADAS
Z859;HISTORIA PERSONAL DE TUMOR MALIGNO, DE SITIO NO ESPECIFICADO
D839;INMUNODEFICIENCIA VARIABLE COMÚN, NO ESPECIFICADA
S062;TRAUMATISMO CEREBRAL DIFUSO
S170;TRAUMATISMO POR APLASTAMIENTO DE LA LARINGE Y DE LA TRÁQUEA
T933;SECUELAS DE LUXACIÓN, TORCEDURA Y ESGUINCE DE MIEMBRO INFERIOR
E114;DIABETES MELLITUS NO INSULINODEPENDIENTE, CON COMPLICACIONES NEUROLÓGICAS
Z269;NECESIDAD DE INMUNIZACIÓN CONTRA ENFERMEDAD INFECCIOSA NO ESPECIFICADA
M053;ARTRITIS REUMATOIDE CON COMPROMISO DE OTROS ÓRGANOS O SISTEMAS
L813;MANCHAS CAFÉ CON LECHE
N96;ABORTADORA HABITUAL
T178;CUERPO EXTRAÑO EN OTRAS Y EN MÚLTIPLES PARTES DE LAS VÍAS RESPIRATORIAS
R220;TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA
C412;TUMOR MALIGNO DE LA COLUMNA VERTEBRAL
B354;TIÑA DEL CUERPO [TINEA CORPORIS]
P593;ICTERICIA NEONATAL POR INHIBIDOR DE LA LECHE MATERNA
O459;DESPRENDIMIENTO PREMATURO DE LA PLACENTA, SIN OTRA ESPECIFICACIÓN
K668;OTROS TRASTORNOS ESPECIFICADOS DEL PERITONEO
E161;OTRAS HIPOGLICEMIAS
S747;TRAUMATISMO DE NERVIOS MÚLTIPLES A NIVEL DE LA CADERA Y DEL MUSLO
J100;INFLUENZA CON NEUMONÍA, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO
E051;TIROTOXICOSIS CON NÓDULO SOLITARIO TIROIDEO TÓXICO
F514;TERRORES DEL SUEÑO [TERRORES NOCTURNOS]
Q555;APLASIA Y AUSENCIA CONGÉNITA DEL PENE
Q652;LUXACIÓN CONGÉNITA DE LA CADERA, NO ESPECIFICADA
H351;RETINOPATÍA DE LA PREMATURIDAD
L731;SEUDOFOLICULITIS DE LA BARBA
O032;ABORTO ESPONTÁNEO, INCOMPLETO, COMPLICADO POR EMBOLIA
N322;FÍSTULA DE LA VEJIGA, NO CLASIFICADA EN OTRA PARTE
R161;ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE
I898;OTROS TRASTORNOS ESPECIFICADOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFÁTICOS
N838;OTROS TRASTORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO
M918;OTRAS OSTEOCONDROSIS JUVENILES DE LA CADERA Y DE LA PELVIS
O468;OTRAS HEMORRAGIAS ANTEPARTO
Q628;OTRAS MALFORMACIONES CONGÉNITAS DEL URÉTER
F232;TRASTORNO PSICÓTICO AGUDO DE TIPO ESQUIZOFRÉNICO
M109;GOTA, NO ESPECIFICADA
H720;PERFORACIÓN CENTRAL DE LA MEMBRANA TIMPÁNICA
S499;TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO
C857;OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN
H532;DIPLOPÍA
S742;TRAUMATISMO DEL NERVIO SENSORIAL CUTÁNEO A NIVEL DE LA CADERA Y DEL MUSLO
R683;DEDOS DE LA MANO DEFORMES
Z939;ABERTURA ARTIFICIAL, NO ESPECIFICADA
I201;ANGINA DE PECHO CON ESPASMO DOCUMENTADO
O903;CARDIOMIOPATÍA EN EL PUERPERIO
D360;TUMOR BENIGNO DE LOS GANGLIOS LINFÁTICOS
P000;FETO Y RECIÉN NACIDO AFECTADOS POR TRASTORNOS HIPERTENSIVOS DE LA MADRE
N924;HEMORRAGIA EXCESIVA EN PERÍODO PREMENOPÁUSICO
T233;QUEMADURA DE LA MUÑECA Y DE LA MANO, DE TERCER GRADO
F413;OTROS TRASTORNOS DE ANSIEDAD MIXTOS
D24;TUMOR BENIGNO DE LA MAMA
Q838;OTRAS MALFORMACIONES CONGÉNITAS DE LA MAMA
B958;ESTAFILOCOCO NO ESPECIFICADO, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
Q831;MAMA SUPERNUMERARIA
R633;DIFICULTADES Y MALA ADMINISTRACIÓN DE LA ALIMENTACIÓN
E065;OTRAS TIROIDITIS CRÓNICAS
G513;ESPASMO HEMIFACIAL CLÓNICO
H332;DESPRENDIMIENTO SEROSO DE LA RETINA
I739;ENFERMEDAD VASCULAR PERIFÉRICA, NO ESPECIFICADA
S463;TRAUMATISMO DEL TENDÓN Y MÚSCULO DEL TRÍCEPS
Z368;OTRAS PESQUISAS PRENATALES ESPECÍFICAS
C221;CARCINOMA DE VÍAS BILIARES INTRAHEPÁTICAS
S024;FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR
P030;FETO Y RECIÉN NACIDO AFECTADOS POR PARTO Y EXTRACCIÓN DE NALGAS
H938;OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO
Q714;DEFECTO POR REDUCCIÓN LONGITUDINAL DEL RADIO
H187;OTRAS DEFORMIDADES DE LA CÓRNEA
M943;CONDRÓLISIS
S809;TRAUMATISMO SUPERFICIAL DE LA PIERNA, NO ESPECIFICADO
L538;OTRAS AFECCIONES ERITEMATOSAS ESPECIFICADAS
A021;SEPTICEMIA DEBIDA A SALMONELLA
C508;LESIÓN DE SITIOS CONTIGUOS DE LA MAMA
I780;TELANGIECTASIA HEMORRÁGICA HEREDITARIA
H118;OTROS TRASTORNOS ESPECIFICADOS DE LA CONJUNTIVA
N303;TRIGONITIS
K29X;GASTRITIS Y DUODENITIS
L508;OTRAS URTICARIAS
J851;ABSCESO DEL PULMÓN CON NEUMONÍA
Q390;ATRESIA DEL ESÓFAGO SIN MENCIÓN DE FÍSTULA
I850;VÁRICES ESOFÁGICAS CON HEMORRAGIA
J384;EDEMA DE LARINGE
N820;FÍSTULA VESICOVAGINAL
Z761;CONSULTA PARA ATENCIÓN Y SUPERVISIÓN DE LA SALUD DEL NIÑO ABANDONADO
Y225;DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, EN COMERCIO Y ÁREA DE SERVICIOS
M471;OTRAS ESPONDILOSIS CON MIELOPATÍA
T08;FRACTURA DE LA COLUMNA VERTEBRAL, NIVEL NO ESPECIFICADO
B084;ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA
S527;FRACTURAS MÚLTIPLES DEL ANTEBRAZO
N852;HIPERTROFIA DEL ÚTERO
I208;OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO
M959;DEFORMIDAD ADQUIRIDA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA
Q380;MALFORMACIONES CONGÉNITAS DE LOS LABIOS, NO CLASIFICADAS EN OTRA PARTE
J03X;AMIGDALITIS AGUDA
K120;ESTOMATITIS AFTOSA RECURRENTE
Q188;OTRAS MALFORMACIONES CONGÉNITAS ESPECIFICADAS DE CARA Y CUELLO
Q070;SÍNDROME DE ARNOLD-CHIARI
M058;OTRAS ARTRITIS REUMATOIDEAS SEROPOSITIVAS
G43X;MIGRAÑA
H709;MASTOIDITIS, NO ESPECIFICADA
Z932;ILEOSTOMÍA
F918;OTROS TRASTORNOS DE LA CONDUCTA
M862;OSTEOMIELITIS SUBAGUDA
E662;OBESIDAD EXTREMA CON HIPOVENTILACIÓN ALVEOLAR
F988;OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
R571;CHOQUE HIPOVOLÉMICO
H580;ANOMALÍAS DE LA FUNCIÓN PUPILAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
T920;SECUELAS DE HERIDA DE MIEMBRO SUPERIOR
E348;OTROS TRASTORNOS ENDOCRINOS ESPECIFICADOS
L300;DERMATITIS NUMULAR
I724;ANEURISMA DE ARTERIA DEL MIEMBRO INFERIOR
E756;TRASTORNO DEL ALMACENAMIENTO DE LÍPIDOS, NO ESPECIFICADO
D385;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS RESPIRATORIOS Y DEL OÍDO MEDIO
H488;OTROS TRASTORNOS DEL NERVIO ÓPTICO Y DE LAS VÍAS ÓPTICAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
S312;HERIDA DEL PENE
E858;OTRAS AMILOIDOSIS
S648;TRAUMATISMO DE OTROS NERVIOS A NIVEL DE LA MUÑECA Y DE LA MANO
N971;INFERTILIDAD FEMENINA DE ORIGEN TUBÁRICO
L253;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A OTROS PRODUCTOS QUÍMICOS
B850;PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS
Y578;EFECTOS ADVERSOS DE OTRAS DROGAS Y MEDICAMENTOS
J988;OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS
T846;INFECCIÓN Y REACCIÓN INFLAMATORIA DEBIDAS A DISPOSITIVO DE FIJACIÓN INTERNA [CUALQUIER SITIO]
E032;HIPOTIROIDISMO DEBIDO A MEDICAMENTOS Y A OTRAS SUSTANCIAS EXÓGENAS
Q605;HIPOPLASIA RENAL, NO ESPECIFICADA
M891;DETENCIÓN DEL CRECIMIENTO EPIFISARIO
D809;INMUNODEFICIENCIA CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS, NO ESPECIFICADA
Z356;SUPERVISIÓN DE PRIMIGESTA MUY JOVEN
S862;TRAUMATISMO DE TENDÓN(ES) Y MÚSCULO(S) DEL GRUPO MUSCULAR ANTERIOR A NIVEL DE LA PIERNA
S807;TRAUMATISMOS SUPERFICIALES MÚLTIPLES DE LA PIERNA
L281;PRURIGO NODULAR
E030;HIPOTIROIDISMO CONGÉNITO CON BOCIO DIFUSO
F024;DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH] (B22.0+)
N711;ENFERMEDAD INFLAMATORIA CRÓNICA DEL ÚTERO
J02X;FARINGITIS AGUDA
L817;DERMATOSIS PURPÚRICA PIGMENTADA
H55;NISTAGMO Y OTROS MOVIMIENTOS OCULARES IRREGULARES
B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACIÓN
D165;TUMOR BENIGNO DEL MAXILAR INFERIOR
Q796;SÍNDROME DE EHLERS-DANLOS
N510;TRASTORNOS DE PRÓSTATA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
C479;TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO, PARTE NO ESPECIFICADA
M990;DISFUNCIÓN SEGMENTAL O SOMÁTICA
C750;TUMOR MALIGNO DE LA GLÁNDULA PARATIROIDES
H748;OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO MEDIO Y DE LA APÓFISIS MASTOIDES
S968;TRAUMATISMO DE OTROS TENDONES Y MÚSCULOS A NIVEL DEL PIE Y DEL TOBILLO
A86X;ENCEFALITIS VIRAL, NO ESPECIFICADA
G608;OTRAS NEUROPATÍAS HEREDITARIAS E IDIOPÁTICAS
E208;OTROS TIPOS DE HIPOPARATIROIDISMO
Q658;OTRAS DEFORMIDADES CONGÉNITAS DE LA CADERA
J852;ABSCESO DEL PULMÓN SIN NEUMONÍA
S014;HERIDA DE LA MEJILLA Y DE LA REGIÓN TEMPOROMANDIBULAR
S324;FRACTURA DEL ACETÁBULO
N288;OTROS TRASTORNOS ESPECIFICADOS DEL RIÑÓN Y DEL URÉTER
A560;INFECCIÓN DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS
O60X;PARTO PREMATURO
B970;ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
H662;OTITIS MEDIA SUPURATIVA CRÓNICA ATICOANTRAL
Z916;HISTORIA PERSONAL DE OTRO TRAUMA FÍSICO
P007;FETO Y RECIÉN NACIDO AFECTADOS POR OTRO PROCEDIMIENTO MÉDICO EN LA MADRE, NO CLASIFICADO EN OTRA PARTE
Y846;CATETERIZACIÓN URINARIA
E751;OTRAS GANGLIOSIDOSIS
H833;EFECTOS DEL RUIDO SOBRE EL OÍDO INTERNO
L419;PARAPSORIASIS, NO ESPECIFICADA
C836;LINFOMA NO HODGKIN INDIFERENCIADO (DIFUSO)
D413;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA URETRA
Q642;VÁLVULAS URETRALES POSTERIORES CONGÉNITAS
O039;ABORTO ESPONTÁNEO, COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN
C437;MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA
N10X;NEFRITIS TUBULOINTERSTICIAL AGUDA
T180;CUERPO EXTRAÑO EN LA BOCA
O621;INERCIA UTERINA SECUNDARIA
T179;CUERPO EXTRAÑO EN LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA
C401;TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR
I809;FLEBITIS Y TROMBOFLEBITIS DE SITIO NO ESPECIFICADO
S298;OTROS TRAUMATISMOS DEL TÓRAX, ESPECIFICADOS
R933;HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DE OTRAS PARTES DE LAS VÍAS DIGESTIVAS
L530;ERITEMA TÓXICO
I350;ESTENOSIS (DE LA VÁLVULA) AÓRTICA
N110;PIELONEFRITIS CRÓNICA NO OBSTRUCTIVA ASOCIADA CON REFLUJO
T845;INFECCIÓN Y REACCIÓN INFLAMATORIA DEBIDAS A PRÓTESIS ARTICULAR INTERNA
L409;PSORIASIS, NO ESPECIFICADA
R463;HIPERACTIVIDAD
O901;DEHISCENCIA DE SUTURA OBSTÉTRICA PERINEAL
C492;TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA
Z080;EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGÍA POR TUMOR MALIGNO
R400;SOMNOLENCIA
I279;ENFERMEDAD PULMONAR DEL CORAZÓN, NO ESPECIFICADA
Q539;TESTÍCULO NO DESCENDIDO, SIN OTRA ESPECIFICACIÓN
L430;LIQUEN PLANO HIPERTRÓFICO
S342;TRAUMATISMO DE RAÍZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA
Z088;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR TUMOR MALIGNO
D487;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS ESPECIFICADOS
Q532;TESTÍCULO NO DESCENDIDO, BILATERAL
N341;URETRITIS NO ESPECÍFICA
M815;OSTEOPOROSIS IDIOPÁTICA, SIN FRACTURA PATOLÓGICA
S057;AVULSIÓN DE OJO
B659;ESQUISTOSOMIASIS, NO ESPECIFICADA
Q999;ANOMALÍA CROMOSÓMICA, NO ESPECIFICADA
M670;ACORTAMIENTO DEL TENDÓN DE AQUILES (ADQUIRIDO)
I712;ANEURISMA DE LA AORTA TORÁCICA, SIN MENCIÓN DE RUPTURA
J47;BRONQUIECTASIA
S023;FRACTURA DEL SUELO DE LA ÓRBITA
G129;ATROFIA MUSCULAR ESPINAL, SIN OTRA ESPECIFICACIÓN
K36X;OTROS TIPOS DE APENDICITIS
B219;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS
L958;OTRAS VASCULITIS LIMITADAS A LA PIEL
L413;PARAPSORIASIS EN PLACAS PEQUEÑAS
R413;OTRA AMNESIA
Y86X;SECUELAS DE OTROS ACCIDENTES
I152;HIPERTENSIÓN SECUNDARIA A TRASTORNOS ENDOCRINOS
W547;MORDEDURA O ATAQUE DE PERRO, EN GRANJA
G824;CUADRIPLEJÍA ESPÁSTICA
Q752;HIPERTELORISMO
N350;ESTRECHEZ URETRAL POSTRAUMÁTICA
M621;OTROS DESGARROS (NO TRAUMÁTICOS) DEL MÚSCULO
C713;TUMOR MALIGNO DEL LÓBULO PARIETAL
M212;DEFORMIDAD EN FLEXIÓN
G111;ATAXIA CEREBELOSA DE INICIACIÓN TEMPRANA
S157;TRAUMATISMO DE MÚLTIPLES VASOS SANGUÍNEOS A NIVEL DEL CUELLO
C957;OTRAS LEUCEMIAS DE CÉLULAS DE TIPO NO ESPECIFICADO
I652;OCLUSIÓN Y ESTENOSIS DE ARTERIA CARÓTIDA
B99X;OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS
M191;ARTROSIS POSTRAUMÁTICA DE OTRAS ARTICULACIONES
D105;TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE
I514;MIOCARDITIS, NO ESPECIFICADA
L759;TRASTORNO SUDORÍPARO APOCRINO, NO ESPECIFICADO
J387;OTRAS ENFERMEDADES DE LA LARINGE
K132;LEUCOPLASIA Y OTRAS ALTERACIONES DEL EPITELIO BUCAL, INCLUYENDO LA LENGUA
Y190;ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, EN VIVIENDA
N289;TRASTORNO DEL RIÑÓN Y DEL URÉTER, NO ESPECIFICADO
I229;INFARTO SUBSECUENTE DEL MIOCARDIO, DE PARTE NO ESPECIFICADA
G934;ENCEFALOPATÍA NO ESPECIFICADA
A878;OTRAS MENINGITIS VIRALES
N26X;RIÑÓN CONTRAÍDO, NO ESPECIFICADO
M660;RUPTURA DE QUISTE SINOVIAL POPLÍTEO
I254;ANEURISMA DE ARTERIA CORONARIA
D330;TUMOR BENIGNO DEL ENCÉFALO, SUPRATENTORIAL
I491;DESPOLARIZACIÓN AURICULAR PREMATURA
K226;SÍNDROME DE LACERACIÓN Y HEMORRAGIA GASTROESOFÁGICAS
E86;DEPLECIÓN DEL VOLUMEN
S468;TRAUMATISMO DE OTROS TENDONES Y MÚSCULOS A NIVEL DEL HOMBRO Y DEL BRAZO
O332;ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A DISMINUCIÓN DEL ESTRECHO SUPERIOR DE LA PELVIS
M245;CONTRACTURA ARTICULAR
K575;ENFERMEDAD DIVERTICULAR DE AMBOS INTESTINOS, SIN PERFORACIÓN NI ABSCESO
L415;PARAPSORIASIS RETIFORME
T10X;FRACTURA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO
O120;EDEMA GESTACIONAL
I446;OTROS TIPOS DE BLOQUEO FASCICULAR Y LOS NO ESPECIFICADOS
T068;OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO
L929;TRASTORNO GRANULOMATOSO DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO, NO ESPECIFICADO
C692;TUMOR MALIGNO DE LA RETINA
L922;GRANULOMA FACIAL [GRANULOMA EOSINÓFILO DE LA PIEL]
O995;ENFERMEDADES DEL SISTEMA RESPIRATORIO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO
D431;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, INFRATENTORIAL
L739;TRASTORNO FOLICULAR, NO ESPECIFICADO
I213;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO
C172;TUMOR MALIGNO DEL ÍLEON
A490;INFECCIÓN ESTAFILOCÓCICA, SIN OTRA ESPECIFICACIÓN
J12X;NEUMONIA VIRAL NO CLASIFICADA EN OTRA PARTE
B344;INFECCIÓN DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACIÓN
I069;ENFERMEDAD VALVULAR AÓRTICA REUMÁTICA, NO ESPECIFICADA
M703;OTRAS BURSITIS DEL CODO
Q644;MALFORMACIÓN DEL URACO
V591;PASAJERO DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO  ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO
S309;TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA
R234;CAMBIOS EN LA TEXTURA DE LA PIEL
R828;HALLAZGOS ANORMALES EN EL EXAMEN CITOLÓGICO E HISTOLÓGICO DE LA ORINA
O868;OTRAS INFECCIONES PUERPERALES ESPECIFICADAS
I709;ATEROSCLEROSIS GENERALIZADA Y LA NO ESPECIFICADA
C23X;TUMOR MALIGNO DE LA VESÍCULA BILIAR
X449;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, EN LUGAR NO ESPECIFICADO
H060;TRASTORNOS DEL APARATO LAGRIMAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G30X;ENFERMEDAD DE ALZHEIMER
B169;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPÁTICO
Q667;PIE CAVUS
I788;OTRAS ENFERMEDADES DE LOS CAPILARES
W501;APORREO, GOLPE, MORDEDURA, PATADA, RASGUÑO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN INSTITUCIÓN RESIDENCIAL
M00X;ARTRITIS PIOGENA
I81X;TROMBOSIS DE LA VENA PORTA
E500;DEFICIENCIA DE VITAMINA A CON XEROSIS CONJUNTIVAL
K661;HEMOPERITONEO
I442;BLOQUEO AURICULOVENTRICULAR COMPLETO
H191;QUERATITIS Y QUERATOCONJUNTIVITIS POR HERPES SIMPLE (B00.5+)
G519;TRASTORNO DEL NERVIO FACIAL, NO ESPECIFICADO
D109;TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA
G122;ENFERMEDADES DE LAS NEURONAS MOTORAS
F82X;TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ
P371;TOXOPLASMOSIS CONGÉNITA
L011;IMPETIGINIZACIÓN DE OTRAS DERMATOSIS
Z911;HISTORIA PERSONAL DE INCUMPLIMIENTO DEL RÉGIMEN O TRATAMIENTO MÉDICO
H611;AFECCIONES NO INFECCIOSAS DEL PABELLÓN AUDITIVO
I670;DISECCIÓN DE ARTERIAS CEREBRALES, SIN RUPTURA
Z598;OTROS PROBLEMAS RELACIONADOS CON LA VIVIENDA Y LAS CIRCUNSTANCIAS ECONÓMICAS
D69X;PÚRPURA Y OTRAS AFECCIONES HEMORRÁGICAS
M353;POLIMIALGIA REUMÁTICA
L405;ARTROPATÍA PSORIÁSICA (M07.0*-M07.3*, M09.0*)
L010;IMPÉTIGO [CUALQUIER SITIO ANATÓMICO] [CUALQUIER ORGANISMO]
T290;QUEMADURAS DE MÚLTIPLES REGIONES, GRADO NO ESPECIFICADO
G708;OTROS TRASTORNOS NEUROMUSCULARES ESPECIFICADOS
R201;HIPOESTESIA DE LA PIEL
T024;FRACTURAS QUE AFECTAN MÚLTIPLES REGIONES DE AMBOS MIEMBROS SUPERIORES
S315;HERIDA DE OTROS ÓRGANOS GENITALES EXTERNOS Y DE LOS NO ESPECIFICADOS
P598;ICTERICIA NEONATAL POR OTRAS CAUSAS ESPECIFICADAS
R601;EDEMA GENERALIZADO
E249;SÍNDROME DE CUSHING, NO ESPECIFICADO
Y453;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIINFLAMATORIAS NO ESTEROIDES [DAINE]
T428;DROGAS ANTIPARKINSONIANAS Y OTROS DEPRESORES DEL TONO MUSCULAR CENTRAL
M929;OSTEOCONDROSIS JUVENIL, NO ESPECIFICADA
H608;OTRAS OTITIS EXTERNAS
P251;NEUMOTÓRAX ORIGINADO EN EL PERÍODO PERINATAL
